tileNumber,tumor_stroma_log_cd8_ratio,MYH11+aSMA+ scores,tumor_CD8_density,stromal_CD8_density,stromal_CD3_density,tumor_CD3_density,tumor_stroma_log_cd3_ratio
425,0.129,1.584962501,108.064,839.319,3577.424,418.749,0.117
426,0.128,0.263034406,148.64,1156.845,4612.92,594.562,0.129
427,0.344,-0.736965594,395.666,1148.768,3544.261,1131.789,0.319
428,0.15,1.584962501,276.186,1840.104,6129.847,1156.53,0.189
429,0.337,0.584962501,320.67,950.672,4203.462,1282.68,0.305
430,0.296,2.263034406,226.959,765.972,2274.348,680.878,0.299
431,0.228,1.584962501,237.626,1044.494,3064.99,587.465,0.192
432,0.264,1,488.033,1850.586,5700.999,1193.805,0.209
433,0.253,0.678071905,509.836,2016.532,5545.463,1589.099,0.287
434,0.695,2.321928095,765.848,1102.069,3601.126,1850.168,0.514
435,0.488,1,575.307,1178.967,4343.563,1438.268,0.331
436,0.328,1,535.471,1633.204,4189.523,1070.942,0.256
437,0.441,0,478.477,1085.672,3024.373,948.093,0.313
438,0.472,0,605.688,1283.572,3954.23,1395.245,0.353
439,0.302,0.584962501,498.342,1651.498,4914.213,920.015,0.187
440,0.97,-0.584962501,486.435,501.446,1439.216,1005.299,0.699
441,0.816,0,327.743,401.876,1196.281,795.948,0.665
442,0.461,0.736965594,401.752,871.851,2751.427,1033.076,0.375
443,0.384,0.321928095,255.825,665.362,1977.342,473.276,0.239
444,0.271,1.321928095,305,1126.88,3060.505,942.727,0.308
445,1.156,-0.415037499,361.301,312.527,1755.665,851.637,0.485
446,1.319,-0.584962501,276.551,209.645,786.169,527.961,0.672
447,0.4,0.584962501,105.075,262.48,881.182,262.687,0.298
448,0.725,-1,286.921,395.794,1206.847,676.314,0.56
449,0.194,0.584962501,297.165,1528.277,3460.86,1033.002,0.298
450,0.55,1,443.691,807.21,3153.166,720.998,0.229
451,0.382,1,226.361,593.068,1863.928,452.723,0.243
452,0.478,1.321928095,389.406,815.361,2412.111,973.515,0.404
453,0.197,0.415037499,123.737,628.325,2239.122,334.09,0.149
454,0.127,2,98.499,777.207,2319.664,328.331,0.142
455,0.515,0.807354922,179.862,349.038,1614.299,415.931,0.258
456,0.331,2.169925001,178.27,539.007,1853.428,331.074,0.179
457,0.234,2.459431619,124.926,533.111,1911.846,382.128,0.2
458,0.292,1,295.531,1013.105,3814.561,1117.477,0.293
459,0.146,1.415037499,85.45,583.802,2421.697,268.556,0.111
460,0.224,1.807354922,217.092,969.004,3564.869,546.751,0.153
461,0.345,0,291.058,842.841,3272.205,626.215,0.191
462,0.164,1,194.382,1182.213,4069.014,589.625,0.145
463,0.125,1.584962501,133.665,1069.021,3896.753,432.819,0.111
464,0.256,2.584962501,239.059,933.211,3627.48,976.157,0.269
465,0.23,1,162.877,708.134,2211.367,347.964,0.157
466,0.176,0.584962501,195.273,1111.13,3059.216,515.522,0.169
467,0.098,1.584962501,102.2,1046.723,3221.945,376.862,0.117
468,0.198,2,193.901,980.526,2835.575,452.435,0.16
469,0.171,2.807354922,236.843,1382.72,4574.607,703.763,0.154
470,0.248,1,1373.219,5530.042,10678.701,3019.716,0.283
471,0.338,0,819.967,2422.718,7404.262,2559.524,0.346
472,0.227,0.584962501,459.732,2025.733,5156.411,1134.501,0.22
473,0.523,-0.736965594,466.081,891.968,2976.004,1242.883,0.418
474,0.229,1,329.478,1440.642,3653.587,849.706,0.233
475,0.168,1.584962501,135.01,805.915,2780.408,317.671,0.114
476,0.201,-0.115477217,276.28,1372.977,3699.41,734.323,0.198
477,0.208,1,421.971,2026.072,5151.659,832.221,0.162
478,0.298,0,252.304,847.287,2362.856,578.198,0.245
479,0.57,0.584962501,635.434,1115.023,3897.167,1485.541,0.381
480,0.501,0.736965594,221.507,442.199,1431.882,701.438,0.49
481,0.289,0.736965594,251.032,867.267,3065.488,620.196,0.202
482,0.249,2.584962501,111.813,449.711,1618.959,495.171,0.306
483,0.202,1.321928095,167.927,832.891,2884.269,570.951,0.198
484,0.233,1,177.059,759.941,2976.435,796.763,0.268
485,0.32,1.584962501,123.042,384.532,1281.772,533.183,0.416
486,0.465,1,344.625,740.871,1899.133,763.763,0.402
487,0.32,-0.736965594,442.333,1380.358,3270.847,854.161,0.261
488,0.544,0.584962501,683.98,1257.418,4278.487,1641.552,0.384
489,0.227,2.321928095,238.343,1049.084,2874.053,639.762,0.223
490,0.334,2.584962501,130.051,389.374,2164.92,352.996,0.163
491,0.257,2.321928095,265.222,1031.404,3220.706,542.5,0.168
492,0.229,1.415037499,126.078,551.366,1842.923,336.208,0.182
493,0.275,1.584962501,259.272,941.127,3082.406,632.623,0.205
494,0.665,2,344.217,517.508,2402.718,722.016,0.3
495,0.432,2,163.573,378.487,1868.274,556.149,0.298
496,0.212,3.321928095,147.139,693.266,2524.73,503.37,0.199
497,0.283,2.807354922,198.482,700.47,2564.956,587.507,0.229
498,0.114,1.321928095,113.029,993.008,3585.861,371.381,0.104
499,0.136,2.807354922,114.85,845.29,3215.418,362.683,0.113
500,0.25,1,162.864,650.626,2914.803,536.094,0.184
501,0.236,1.584962501,173.763,734.823,2640.382,399.011,0.151
502,0.228,1.321928095,155.031,679.487,2371.272,436.024,0.184
503,0.147,3.169925001,141.686,961.556,2731.376,296.867,0.109
504,0.153,1,185.397,1212.462,3837.242,411.994,0.107
505,0.152,2.321928095,190.307,1252.025,3869.894,424.531,0.11
506,0.182,3.807354922,127.843,701.302,2724.289,261.774,0.096
507,0.173,3.321928095,94.585,545.331,1605.698,206.904,0.129
508,0.322,2,953.637,2963.41,8582.608,2911.482,0.339
509,0.417,1,1418.175,3397.446,8603.211,3240.26,0.377
510,0.257,1,792.612,3084.855,7218.561,2189.591,0.303
511,0.317,2,699.247,2208.979,5964.242,1492.774,0.25
512,0.246,0.415037499,387.803,1578.454,4787.978,1010.093,0.211
513,0.152,0,143.3,941.85,3258.291,329.589,0.101
514,0.325,1,287.725,886.211,3284.192,631.591,0.192
515,0.578,1,425.203,735.084,2770.7,1368.046,0.494
516,0.486,2.321928095,318.502,655.737,3147.538,993.726,0.316
517,0.443,0.321928095,386.497,872.596,4245.923,1545.99,0.364
518,0.274,0,429.215,1565.76,4724.749,1384.827,0.293
519,0.282,2.584962501,345.101,1222.409,3745.73,933.052,0.249
520,0.169,1,162.814,961.912,3401.271,569.849,0.168
521,0.392,1,370.626,944.552,2677.853,895.68,0.334
522,0.784,1,240.797,307.177,1477.375,1072.642,0.726
523,0.456,0.584962501,184.192,403.502,1472.781,699.931,0.475
524,0.281,1.584962501,140.732,500.98,1848.058,498.96,0.27
525,0.199,2,221.659,1112.925,2906.699,443.317,0.153
526,0.125,0,152.241,1221.285,3553.938,445.011,0.125
527,0.17,1.584962501,292.592,1724.196,4834.096,1094.51,0.226
528,0.295,2,273.464,926.218,2575.767,806,0.313
529,0.238,0.584962501,339.384,1427.678,4713.873,678.768,0.144
530,0.269,2,229.942,853.393,2358.469,394.186,0.167
531,0.306,1,622.188,2031.87,5279.532,1866.564,0.354
532,0.328,1,559.61,1707.502,4320.498,1618.003,0.374
533,0.227,1.584962501,203.541,895.189,2620.064,674.898,0.258
534,0.336,2,395.723,1179.252,4168.248,1152.456,0.276
535,0.282,-1,593.82,2104.05,6163.494,1468.236,0.238
536,0.198,1,458.24,2313.732,6082.387,1388.606,0.228
537,0.164,1.584962501,190.293,1159.824,3506.761,550.49,0.157
538,0.316,3.321928095,286.73,907.191,3181.059,630.805,0.198
539,0.277,2.584962501,135.414,487.998,1679.621,278.794,0.166
540,0.209,2.807354922,163.137,781.053,2613.523,407.842,0.156
541,0.293,2.321928095,148.753,507.691,2277.356,404.609,0.178
542,0.262,2.584962501,265.132,1013.163,3310.616,662.83,0.2
543,0.169,2.321928095,468.476,2780.212,6089.989,1265.495,0.208
